Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       Egz.
Vardas7271          Pavarde7271         5         3         4         5         2         6
Vardas7272          Pavarde7272         3         5         4         0         1         10
Vardas7273          Pavarde7273         5         3         1         1         9         9
Vardas7274          Pavarde7274         6         8         7         10        1         7
Vardas7275          Pavarde7275         0         2         8         4         8         9
Vardas7276          Pavarde7276         6         4         1         4         2         10
Vardas7277          Pavarde7277         9         2         1         5         5         0
Vardas7278          Pavarde7278         9         0         8         4         4         8
Vardas7279          Pavarde7279         9         9         6         0         1         5
Vardas7280          Pavarde7280         7         8         7         0         5         4
Vardas7281          Pavarde7281         8         7         10        7         2         3
Vardas7282          Pavarde7282         0         4         4         8         8         5
Vardas7283          Pavarde7283         9         10        7         0         10        0
Vardas7284          Pavarde7284         9         5         0         4         7         4
Vardas7285          Pavarde7285         10        2         4         5         6         0
Vardas7286          Pavarde7286         9         2         6         3         1         2
Vardas7287          Pavarde7287         2         0         7         5         6         2
Vardas7288          Pavarde7288         8         3         9         2         8         0
Vardas7289          Pavarde7289         1         6         6         2         4         10
Vardas7290          Pavarde7290         4         5         1         7         2         1
Vardas7291          Pavarde7291         3         10        3         4         7         9
Vardas7292          Pavarde7292         9         4         10        3         5         7
Vardas7293          Pavarde7293         5         3         3         8         0         3
Vardas7294          Pavarde7294         8         5         8         3         3         2
Vardas7295          Pavarde7295         4         2         9         1         4         7
Vardas7296          Pavarde7296         6         9         5         10        8         1
Vardas7297          Pavarde7297         7         8         3         4         4         4
Vardas7298          Pavarde7298         1         10        9         8         0         5
Vardas7299          Pavarde7299         7         4         5         3         7         8
Vardas7300          Pavarde7300         6         8         0         9         6         5
Vardas7301          Pavarde7301         4         0         9         1         9         8
Vardas7302          Pavarde7302         0         2         10        2         4         4
Vardas7303          Pavarde7303         7         7         7         1         2         0
Vardas7304          Pavarde7304         2         8         1         2         2         7
Vardas7305          Pavarde7305         8         4         6         7         7         4
Vardas7306          Pavarde7306         6         7         7         7         8         0
Vardas7307          Pavarde7307         5         7         2         4         9         1
Vardas7308          Pavarde7308         10        6         8         0         3         10
Vardas7309          Pavarde7309         1         6         5         6         5         3
Vardas7310          Pavarde7310         1         0         5         10        10        8
Vardas7311          Pavarde7311         8         3         8         3         2         4
Vardas7312          Pavarde7312         3         2         4         4         0         10
Vardas7313          Pavarde7313         6         9         2         3         2         9
Vardas7314          Pavarde7314         5         8         5         4         10        0
Vardas7315          Pavarde7315         2         9         5         8         7         4
Vardas7316          Pavarde7316         8         3         8         7         1         1
Vardas7317          Pavarde7317         6         2         7         4         8         2
Vardas7318          Pavarde7318         9         9         1         9         7         7
Vardas7319          Pavarde7319         4         10        4         6         2         0
Vardas7320          Pavarde7320         3         4         10        0         9         7
Vardas7321          Pavarde7321         10        10        2         3         10        1
Vardas7322          Pavarde7322         2         5         8         8         5         5
Vardas7323          Pavarde7323         1         3         2         1         4         6
Vardas7324          Pavarde7324         1         4         4         2         3         6
Vardas7325          Pavarde7325         2         10        3         2         7         10
Vardas7326          Pavarde7326         10        10        10        2         9         1
Vardas7327          Pavarde7327         9         9         6         0         5         10
Vardas7328          Pavarde7328         10        9         7         2         10        7
Vardas7329          Pavarde7329         2         4         5         3         10        0
Vardas7330          Pavarde7330         10        2         7         3         10        3
Vardas7331          Pavarde7331         0         5         8         10        4         9
Vardas7332          Pavarde7332         10        7         1         9         6         1
Vardas7333          Pavarde7333         5         1         10        10        7         4
Vardas7334          Pavarde7334         9         8         1         5         6         2
Vardas7335          Pavarde7335         3         0         2         3         2         6
Vardas7336          Pavarde7336         0         5         8         7         7         6
Vardas7337          Pavarde7337         6         1         0         7         10        6
Vardas7338          Pavarde7338         6         1         3         1         4         1
Vardas7339          Pavarde7339         5         5         6         3         0         10
Vardas7340          Pavarde7340         8         4         5         4         10        5
Vardas7341          Pavarde7341         6         5         6         4         0         2
Vardas7342          Pavarde7342         9         9         3         7         8         5
Vardas7343          Pavarde7343         7         9         6         1         5         3
Vardas7344          Pavarde7344         5         9         9         5         10        10
Vardas7345          Pavarde7345         0         3         0         3         1         5
Vardas7346          Pavarde7346         7         2         4         1         2         7
Vardas7347          Pavarde7347         10        3         3         5         7         8
Vardas7348          Pavarde7348         2         4         3         9         1         0
Vardas7349          Pavarde7349         4         2         2         7         0         9
Vardas7350          Pavarde7350         6         10        9         5         4         9
Vardas7351          Pavarde7351         8         8         3         7         10        1
Vardas7352          Pavarde7352         6         2         2         6         3         0
Vardas7353          Pavarde7353         5         9         7         0         0         4
Vardas7354          Pavarde7354         0         2         5         2         4         1
Vardas7355          Pavarde7355         8         0         1         0         1         10
Vardas7356          Pavarde7356         0         1         2         3         2         6
Vardas7357          Pavarde7357         7         5         3         2         2         1
Vardas7358          Pavarde7358         9         1         9         3         3         10
Vardas7359          Pavarde7359         6         3         3         2         1         8
Vardas7360          Pavarde7360         9         1         7         0         10        8
Vardas7361          Pavarde7361         2         1         3         0         7         0
Vardas7362          Pavarde7362         4         1         4         5         10        0
Vardas7363          Pavarde7363         4         2         7         9         3         2
Vardas7364          Pavarde7364         5         6         8         9         4         6
Vardas7365          Pavarde7365         4         3         9         10        6         1
Vardas7366          Pavarde7366         2         1         3         0         4         0
Vardas7367          Pavarde7367         2         4         10        0         5         5
Vardas7368          Pavarde7368         0         6         6         9         2         6
Vardas7369          Pavarde7369         7         3         4         10        7         4
Vardas7370          Pavarde7370         2         7         7         0         9         3
Vardas7371          Pavarde7371         4         3         10        8         5         7
Vardas7372          Pavarde7372         7         2         6         2         7         3
Vardas7373          Pavarde7373         6         10        2         4         9         1
Vardas7374          Pavarde7374         10        10        1         8         0         4
Vardas7375          Pavarde7375         8         6         9         9         1         6
Vardas7376          Pavarde7376         6         5         8         6         4         0
Vardas7377          Pavarde7377         9         3         5         7         4         3
Vardas7378          Pavarde7378         10        3         10        5         10        7
Vardas7379          Pavarde7379         4         10        2         0         3         6
Vardas7380          Pavarde7380         10        4         4         6         3         4
Vardas7381          Pavarde7381         3         0         1         7         10        7
Vardas7382          Pavarde7382         8         10        5         8         1         4
Vardas7383          Pavarde7383         10        7         7         6         10        7
Vardas7384          Pavarde7384         9         10        2         10        6         8
Vardas7385          Pavarde7385         9         8         5         3         10        4
Vardas7386          Pavarde7386         3         6         10        6         8         1
Vardas7387          Pavarde7387         5         10        2         3         3         10
Vardas7388          Pavarde7388         6         6         10        4         9         7
Vardas7389          Pavarde7389         6         0         1         1         2         7
Vardas7390          Pavarde7390         2         10        0         1         4         0
Vardas7391          Pavarde7391         0         6         0         3         10        8
Vardas7392          Pavarde7392         0         1         7         4         1         9
Vardas7393          Pavarde7393         5         3         10        4         7         0
Vardas7394          Pavarde7394         8         0         9         3         7         2
Vardas7395          Pavarde7395         5         10        7         2         1         7
Vardas7396          Pavarde7396         10        0         5         10        7         1
Vardas7397          Pavarde7397         7         4         10        4         3         6
Vardas7398          Pavarde7398         7         0         4         8         5         2
Vardas7399          Pavarde7399         10        7         9         0         7         3
Vardas7400          Pavarde7400         3         3         1         1         5         4
Vardas7401          Pavarde7401         8         3         10        6         1         0
Vardas7402          Pavarde7402         2         4         3         5         6         0
Vardas7403          Pavarde7403         1         4         0         6         10        6
Vardas7404          Pavarde7404         5         2         6         1         10        3
Vardas7405          Pavarde7405         1         3         2         7         9         4
Vardas7406          Pavarde7406         7         1         2         5         2         10
Vardas7407          Pavarde7407         5         8         8         7         8         7
Vardas7408          Pavarde7408         10        4         10        7         3         4
Vardas7409          Pavarde7409         4         4         3         1         4         0
Vardas7410          Pavarde7410         7         4         4         8         7         0
Vardas7411          Pavarde7411         6         6         9         6         3         0
Vardas7412          Pavarde7412         2         1         8         8         2         10
Vardas7413          Pavarde7413         2         0         10        1         2         6
Vardas7414          Pavarde7414         9         0         2         3         2         5
Vardas7415          Pavarde7415         4         9         1         10        0         7
Vardas7416          Pavarde7416         10        5         6         3         6         9
Vardas7417          Pavarde7417         1         1         10        7         10        1
Vardas7418          Pavarde7418         1         9         7         1         0         4
Vardas7419          Pavarde7419         4         1         8         0         1         1
Vardas7420          Pavarde7420         1         4         7         10        4         0
Vardas7421          Pavarde7421         5         0         6         9         3         3
Vardas7422          Pavarde7422         10        3         5         8         1         8
Vardas7423          Pavarde7423         1         3         9         7         10        7
Vardas7424          Pavarde7424         3         0         4         2         6         5
Vardas7425          Pavarde7425         6         7         10        2         2         2
Vardas7426          Pavarde7426         4         3         5         4         7         2
Vardas7427          Pavarde7427         1         8         0         3         8         3
Vardas7428          Pavarde7428         0         9         2         6         10        5
Vardas7429          Pavarde7429         0         8         4         10        6         7
Vardas7430          Pavarde7430         4         10        5         6         3         6
Vardas7431          Pavarde7431         0         7         9         3         10        2
Vardas7432          Pavarde7432         0         0         3         7         4         4
Vardas7433          Pavarde7433         3         10        6         5         7         0
Vardas7434          Pavarde7434         2         7         2         3         6         10
Vardas7435          Pavarde7435         3         10        3         9         10        1
Vardas7436          Pavarde7436         4         5         1         3         9         7
Vardas7437          Pavarde7437         1         2         7         2         9         1
Vardas7438          Pavarde7438         7         8         1         9         7         5
Vardas7439          Pavarde7439         0         9         0         6         1         6
Vardas7440          Pavarde7440         8         7         10        8         9         9
Vardas7441          Pavarde7441         0         9         2         9         9         2
Vardas7442          Pavarde7442         5         9         8         1         9         10
Vardas7443          Pavarde7443         4         8         0         0         7         5
Vardas7444          Pavarde7444         10        8         6         6         0         6
Vardas7445          Pavarde7445         5         1         4         10        6         5
Vardas7446          Pavarde7446         1         9         6         0         7         9
Vardas7447          Pavarde7447         1         5         9         5         9         6
Vardas7448          Pavarde7448         1         6         6         8         8         2
Vardas7449          Pavarde7449         8         4         3         1         8         8
Vardas7450          Pavarde7450         4         0         5         1         6         5
Vardas7451          Pavarde7451         4         6         1         4         3         2
Vardas7452          Pavarde7452         5         0         5         6         2         3
Vardas7453          Pavarde7453         5         6         3         10        6         4
Vardas7454          Pavarde7454         0         1         8         4         10        3
Vardas7455          Pavarde7455         10        3         3         10        7         7
Vardas7456          Pavarde7456         1         3         0         3         7         1
Vardas7457          Pavarde7457         7         5         5         3         7         2
Vardas7458          Pavarde7458         8         4         2         7         9         8
Vardas7459          Pavarde7459         8         3         9         5         6         3
Vardas7460          Pavarde7460         3         8         6         3         10        7
Vardas7461          Pavarde7461         2         6         1         5         7         3
Vardas7462          Pavarde7462         3         3         10        5         3         3
Vardas7463          Pavarde7463         1         8         10        6         7         2
Vardas7464          Pavarde7464         1         9         5         2         2         0
Vardas7465          Pavarde7465         7         2         10        9         3         7
Vardas7466          Pavarde7466         0         5         0         3         2         10
Vardas7467          Pavarde7467         4         5         1         1         7         7
Vardas7468          Pavarde7468         6         7         3         7         9         9
Vardas7469          Pavarde7469         9         10        0         8         0         1
Vardas7470          Pavarde7470         4         4         9         8         7         6
Vardas7471          Pavarde7471         0         6         2         7         10        1
Vardas7472          Pavarde7472         7         6         3         10        8         5
Vardas7473          Pavarde7473         5         9         0         2         2         2
Vardas7474          Pavarde7474         0         0         5         9         2         9
Vardas7475          Pavarde7475         1         7         6         7         3         2
Vardas7476          Pavarde7476         4         10        1         3         4         7
Vardas7477          Pavarde7477         9         1         4         8         8         7
Vardas7478          Pavarde7478         10        10        10        7         1         9
Vardas7479          Pavarde7479         2         0         5         4         8         3
Vardas7480          Pavarde7480         0         6         6         4         4         0
Vardas7481          Pavarde7481         10        3         9         8         8         1
Vardas7482          Pavarde7482         8         7         2         1         7         2
Vardas7483          Pavarde7483         9         0         8         1         5         0
Vardas7484          Pavarde7484         1         8         1         6         8         10
Vardas7485          Pavarde7485         6         4         3         6         3         2
Vardas7486          Pavarde7486         1         7         4         10        2         2
Vardas7487          Pavarde7487         8         6         1         8         8         7
Vardas7488          Pavarde7488         9         5         4         3         1         2
Vardas7489          Pavarde7489         10        4         2         2         10        3
Vardas7490          Pavarde7490         7         2         7         5         10        2
Vardas7491          Pavarde7491         9         4         9         9         1         2
Vardas7492          Pavarde7492         3         10        7         5         0         10
Vardas7493          Pavarde7493         4         4         2         6         8         2
Vardas7494          Pavarde7494         3         4         2         9         6         1
Vardas7495          Pavarde7495         5         0         10        9         5         5
Vardas7496          Pavarde7496         0         0         4         7         4         5
Vardas7497          Pavarde7497         3         3         1         10        1         6
Vardas7498          Pavarde7498         9         7         0         4         4         4
Vardas7499          Pavarde7499         9         6         0         9         10        5
Vardas7500          Pavarde7500         4         9         7         6         4         8
Vardas7501          Pavarde7501         6         3         6         9         10        5
Vardas7502          Pavarde7502         0         0         5         5         2         6
Vardas7503          Pavarde7503         1         8         4         3         7         7
Vardas7504          Pavarde7504         8         1         2         1         3         2
Vardas7505          Pavarde7505         2         4         0         3         8         1
Vardas7506          Pavarde7506         6         6         3         2         4         6
Vardas7507          Pavarde7507         7         2         6         0         10        4
Vardas7508          Pavarde7508         4         7         7         6         3         3
Vardas7509          Pavarde7509         10        5         8         8         2         4
Vardas7510          Pavarde7510         9         0         2         5         8         2
Vardas7511          Pavarde7511         5         8         1         1         7         1
Vardas7512          Pavarde7512         10        9         10        3         1         5
Vardas7513          Pavarde7513         8         10        6         2         9         1
Vardas7514          Pavarde7514         4         10        1         8         7         6
Vardas7515          Pavarde7515         10        4         7         7         2         2
Vardas7516          Pavarde7516         2         8         0         10        4         10
Vardas7517          Pavarde7517         7         4         7         8         3         10
Vardas7518          Pavarde7518         0         6         2         1         6         6
Vardas7519          Pavarde7519         4         4         0         10        6         6
Vardas7520          Pavarde7520         7         0         2         2         10        1
Vardas7521          Pavarde7521         1         10        10        4         7         9
Vardas7522          Pavarde7522         6         5         7         0         10        1
Vardas7523          Pavarde7523         3         9         3         10        10        0
Vardas7524          Pavarde7524         8         0         6         0         1         10
Vardas7525          Pavarde7525         0         10        6         4         10        0
Vardas7526          Pavarde7526         9         5         10        1         7         6
Vardas7527          Pavarde7527         9         7         6         10        5         4
Vardas7528          Pavarde7528         8         8         10        4         0         8
Vardas7529          Pavarde7529         3         6         2         6         3         5
Vardas7530          Pavarde7530         3         2         4         10        5         10
Vardas7531          Pavarde7531         10        5         1         0         2         8
Vardas7532          Pavarde7532         5         6         2         7         2         2
Vardas7533          Pavarde7533         1         8         4         2         0         10
Vardas7534          Pavarde7534         10        8         9         9         9         1
Vardas7535          Pavarde7535         8         4         0         8         0         3
Vardas7536          Pavarde7536         1         3         5         0         6         9
Vardas7537          Pavarde7537         9         6         3         1         6         9
Vardas7538          Pavarde7538         8         7         0         3         7         1
Vardas7539          Pavarde7539         2         1         10        5         10        4
Vardas7540          Pavarde7540         9         3         10        9         1         1
Vardas7541          Pavarde7541         5         8         8         5         6         0
Vardas7542          Pavarde7542         3         1         9         3         0         6
Vardas7543          Pavarde7543         9         6         2         6         9         4
Vardas7544          Pavarde7544         5         9         0         5         8         10
Vardas7545          Pavarde7545         2         10        0         10        4         7
Vardas7546          Pavarde7546         1         7         0         1         4         3
Vardas7547          Pavarde7547         2         4         5         8         0         6
Vardas7548          Pavarde7548         0         9         0         9         7         5
Vardas7549          Pavarde7549         4         5         5         0         1         1
Vardas7550          Pavarde7550         2         5         6         0         8         0
Vardas7551          Pavarde7551         6         4         3         0         10        4
Vardas7552          Pavarde7552         9         6         6         5         6         9
Vardas7553          Pavarde7553         3         9         4         2         7         2
Vardas7554          Pavarde7554         0         7         7         2         5         0
Vardas7555          Pavarde7555         2         2         10        9         10        9
Vardas7556          Pavarde7556         1         7         6         3         8         9
Vardas7557          Pavarde7557         9         1         9         1         10        9
Vardas7558          Pavarde7558         1         6         9         7         1         4
Vardas7559          Pavarde7559         5         4         9         2         8         1
Vardas7560          Pavarde7560         2         10        8         5         1         10
Vardas7561          Pavarde7561         4         9         2         3         10        5
Vardas7562          Pavarde7562         7         5         1         1         3         5
Vardas7563          Pavarde7563         2         0         0         1         8         5
Vardas7564          Pavarde7564         2         8         4         7         9         10
Vardas7565          Pavarde7565         0         1         8         1         2         0
Vardas7566          Pavarde7566         7         3         1         0         0         8
Vardas7567          Pavarde7567         7         0         8         9         10        4
Vardas7568          Pavarde7568         6         4         10        7         5         7
Vardas7569          Pavarde7569         6         1         4         1         2         9
Vardas7570          Pavarde7570         3         9         1         10        7         5
Vardas7571          Pavarde7571         4         8         10        7         3         3
Vardas7572          Pavarde7572         1         3         7         10        1         1
Vardas7573          Pavarde7573         2         2         9         3         5         6
Vardas7574          Pavarde7574         8         9         2         2         10        7
Vardas7575          Pavarde7575         6         9         10        1         6         2
Vardas7576          Pavarde7576         0         2         7         2         9         4
Vardas7577          Pavarde7577         8         9         8         2         10        6
Vardas7578          Pavarde7578         0         8         8         1         5         9
Vardas7579          Pavarde7579         0         4         10        1         8         7
Vardas7580          Pavarde7580         4         10        8         9         6         10
Vardas7581          Pavarde7581         9         7         4         8         6         1
Vardas7582          Pavarde7582         10        2         5         1         9         5
Vardas7583          Pavarde7583         6         2         0         9         3         3
Vardas7584          Pavarde7584         10        6         1         1         5         2
Vardas7585          Pavarde7585         6         0         6         0         3         10
Vardas7586          Pavarde7586         5         7         7         9         5         7
Vardas7587          Pavarde7587         6         1         8         6         9         0
Vardas7588          Pavarde7588         10        6         9         8         2         1
Vardas7589          Pavarde7589         2         10        0         1         7         8
Vardas7590          Pavarde7590         6         4         2         8         4         7
Vardas7591          Pavarde7591         8         7         5         10        8         10
Vardas7592          Pavarde7592         8         3         0         1         4         1
Vardas7593          Pavarde7593         2         3         5         4         8         8
Vardas7594          Pavarde7594         8         3         9         9         3         5
Vardas7595          Pavarde7595         0         1         7         7         0         3
Vardas7596          Pavarde7596         9         3         2         0         9         9
Vardas7597          Pavarde7597         7         5         6         10        5         5
Vardas7598          Pavarde7598         10        3         7         3         2         3
Vardas7599          Pavarde7599         7         4         2         3         4         6
Vardas7600          Pavarde7600         2         10        7         0         9         0
Vardas7601          Pavarde7601         7         4         3         2         4         1
Vardas7602          Pavarde7602         1         10        10        2         3         1
Vardas7603          Pavarde7603         7         8         1         7         1         6
Vardas7604          Pavarde7604         5         1         0         8         0         5
Vardas7605          Pavarde7605         2         4         5         6         1         3
Vardas7606          Pavarde7606         3         3         6         2         6         4
Vardas7607          Pavarde7607         8         2         9         4         6         0
Vardas7608          Pavarde7608         2         1         8         1         7         9
Vardas7609          Pavarde7609         6         3         3         2         1         8
Vardas7610          Pavarde7610         6         10        3         9         7         8
Vardas7611          Pavarde7611         2         2         4         1         9         7
Vardas7612          Pavarde7612         2         2         5         1         8         10
Vardas7613          Pavarde7613         4         6         9         9         3         6
Vardas7614          Pavarde7614         10        0         9         9         2         2
Vardas7615          Pavarde7615         4         9         1         6         2         10
Vardas7616          Pavarde7616         0         9         6         4         10        5
Vardas7617          Pavarde7617         0         9         3         9         3         9
Vardas7618          Pavarde7618         1         7         2         5         3         1
Vardas7619          Pavarde7619         5         6         10        10        5         7
Vardas7620          Pavarde7620         1         3         8         10        2         0
Vardas7621          Pavarde7621         1         7         1         10        7         0
Vardas7622          Pavarde7622         4         9         9         9         8         9
Vardas7623          Pavarde7623         6         1         2         5         4         2
Vardas7624          Pavarde7624         5         1         2         7         9         5
Vardas7625          Pavarde7625         7         2         1         7         5         1
Vardas7626          Pavarde7626         2         5         1         0         5         3
Vardas7627          Pavarde7627         6         1         2         2         7         7
Vardas7628          Pavarde7628         3         1         9         1         1         9
Vardas7629          Pavarde7629         10        5         7         3         6         4
Vardas7630          Pavarde7630         9         10        0         1         6         9
Vardas7631          Pavarde7631         5         1         5         5         9         2
Vardas7632          Pavarde7632         10        9         3         4         2         2
Vardas7633          Pavarde7633         2         1         6         5         3         10
Vardas7634          Pavarde7634         8         10        7         10        5         2
Vardas7635          Pavarde7635         0         10        9         1         4         7
Vardas7636          Pavarde7636         0         3         3         5         9         5
Vardas7637          Pavarde7637         0         8         3         8         8         1
Vardas7638          Pavarde7638         8         4         1         0         1         0
Vardas7639          Pavarde7639         0         3         6         2         6         9
Vardas7640          Pavarde7640         5         1         7         1         2         2
Vardas7641          Pavarde7641         10        1         4         6         7         4
Vardas7642          Pavarde7642         6         8         9         0         6         4
Vardas7643          Pavarde7643         10        2         1         9         4         9
Vardas7644          Pavarde7644         2         10        6         0         10        5
Vardas7645          Pavarde7645         7         10        4         5         4         1
Vardas7646          Pavarde7646         9         1         10        8         4         4
Vardas7647          Pavarde7647         8         5         2         9         9         4
Vardas7648          Pavarde7648         6         2         6         1         0         2
Vardas7649          Pavarde7649         2         4         1         1         1         1
Vardas7650          Pavarde7650         5         6         10        6         5         2
Vardas7651          Pavarde7651         3         0         2         9         7         6
Vardas7652          Pavarde7652         10        2         3         6         6         6
Vardas7653          Pavarde7653         5         8         0         9         3         6
Vardas7654          Pavarde7654         10        2         10        10        5         3
Vardas7655          Pavarde7655         9         5         3         2         10        3
Vardas7656          Pavarde7656         10        10        8         9         3         6
Vardas7657          Pavarde7657         6         3         3         6         10        4
Vardas7658          Pavarde7658         5         8         2         1         3         6
Vardas7659          Pavarde7659         4         3         8         8         4         5
Vardas7660          Pavarde7660         4         2         10        9         7         5
Vardas7661          Pavarde7661         4         6         8         0         2         10
Vardas7662          Pavarde7662         2         10        8         9         1         8
Vardas7663          Pavarde7663         1         3         8         2         5         5
Vardas7664          Pavarde7664         0         10        9         6         6         1
Vardas7665          Pavarde7665         3         5         5         5         5         8
Vardas7666          Pavarde7666         10        0         3         4         1         7
Vardas7667          Pavarde7667         3         0         2         9         9         0
Vardas7668          Pavarde7668         4         7         10        3         1         2
Vardas7669          Pavarde7669         10        5         8         0         5         2
Vardas7670          Pavarde7670         0         2         6         9         0         3
Vardas7671          Pavarde7671         7         3         7         8         2         4
Vardas7672          Pavarde7672         1         9         6         6         2         6
Vardas7673          Pavarde7673         6         6         3         3         1         9
Vardas7674          Pavarde7674         8         1         6         1         4         8
Vardas7675          Pavarde7675         10        2         0         9         10        10
Vardas7676          Pavarde7676         6         8         5         8         2         9
Vardas7677          Pavarde7677         2         5         1         2         10        7
Vardas7678          Pavarde7678         9         6         4         8         10        8
Vardas7679          Pavarde7679         8         9         4         0         3         3
Vardas7680          Pavarde7680         0         7         9         7         10        2
Vardas7681          Pavarde7681         2         9         8         1         6         8
Vardas7682          Pavarde7682         8         6         9         9         4         8
Vardas7683          Pavarde7683         8         5         5         8         2         5
Vardas7684          Pavarde7684         3         1         10        3         4         1
Vardas7685          Pavarde7685         3         5         6         4         2         2
Vardas7686          Pavarde7686         0         7         6         8         9         5
Vardas7687          Pavarde7687         8         7         0         2         1         5
Vardas7688          Pavarde7688         4         5         8         8         2         2
Vardas7689          Pavarde7689         3         2         1         1         4         1
Vardas7690          Pavarde7690         10        5         1         8         3         5
Vardas7691          Pavarde7691         1         2         6         3         7         8
Vardas7692          Pavarde7692         1         9         4         7         6         2
Vardas7693          Pavarde7693         8         5         0         0         6         6
Vardas7694          Pavarde7694         0         2         6         10        1         3
Vardas7695          Pavarde7695         3         2         4         6         1         0
Vardas7696          Pavarde7696         2         0         5         8         7         7
Vardas7697          Pavarde7697         5         6         3         4         8         0
Vardas7698          Pavarde7698         10        8         10        1         10        9
Vardas7699          Pavarde7699         8         1         7         3         1         4
Vardas7700          Pavarde7700         1         9         10        8         8         1
Vardas7701          Pavarde7701         6         8         10        3         0         2
Vardas7702          Pavarde7702         5         3         9         2         9         8
Vardas7703          Pavarde7703         5         7         2         9         7         8
Vardas7704          Pavarde7704         2         6         6         8         1         1
Vardas7705          Pavarde7705         3         0         7         8         6         4
Vardas7706          Pavarde7706         9         8         4         9         10        2
Vardas7707          Pavarde7707         7         7         6         9         1         8
Vardas7708          Pavarde7708         8         4         8         8         9         7
Vardas7709          Pavarde7709         8         7         2         7         5         4
Vardas7710          Pavarde7710         3         7         1         2         4         1
Vardas7711          Pavarde7711         6         9         0         0         4         1
Vardas7712          Pavarde7712         7         1         2         3         8         0
Vardas7713          Pavarde7713         5         5         6         6         3         4
Vardas7714          Pavarde7714         0         7         3         1         0         4
Vardas7715          Pavarde7715         6         1         0         6         8         6
Vardas7716          Pavarde7716         1         2         0         4         10        2
Vardas7717          Pavarde7717         0         8         1         5         8         4
Vardas7718          Pavarde7718         1         3         3         6         5         2
Vardas7719          Pavarde7719         5         6         8         7         9         3
Vardas7720          Pavarde7720         5         8         6         4         0         10
Vardas7721          Pavarde7721         0         8         7         10        9         1
Vardas7722          Pavarde7722         5         4         9         9         1         3
Vardas7723          Pavarde7723         5         4         2         8         0         9
Vardas7724          Pavarde7724         2         0         0         2         6         10
Vardas7725          Pavarde7725         8         6         7         5         7         4
Vardas7726          Pavarde7726         7         8         4         9         7         7
Vardas7727          Pavarde7727         0         9         2         1         2         2
Vardas7728          Pavarde7728         1         2         1         6         0         4
Vardas7729          Pavarde7729         6         7         7         6         4         4
Vardas7730          Pavarde7730         10        10        9         6         0         1
Vardas7731          Pavarde7731         1         5         8         5         0         9
Vardas7732          Pavarde7732         10        6         7         4         2         6
Vardas7733          Pavarde7733         5         9         7         9         8         1
Vardas7734          Pavarde7734         10        10        6         7         5         8
Vardas7735          Pavarde7735         7         6         1         8         0         10
Vardas7736          Pavarde7736         3         8         0         1         9         5
Vardas7737          Pavarde7737         0         1         3         3         4         2
Vardas7738          Pavarde7738         2         10        2         10        8         3
Vardas7739          Pavarde7739         2         6         1         7         3         2
Vardas7740          Pavarde7740         7         5         6         7         4         10
Vardas7741          Pavarde7741         7         7         10        9         8         4
Vardas7742          Pavarde7742         7         0         7         5         5         4
Vardas7743          Pavarde7743         5         2         3         0         8         3
Vardas7744          Pavarde7744         10        4         6         0         3         9
Vardas7745          Pavarde7745         9         0         3         4         3         5
Vardas7746          Pavarde7746         5         7         5         0         4         0
Vardas7747          Pavarde7747         7         7         10        5         7         8
Vardas7748          Pavarde7748         9         10        8         8         3         1
Vardas7749          Pavarde7749         6         5         4         2         10        8
Vardas7750          Pavarde7750         3         4         0         5         5         0
Vardas7751          Pavarde7751         5         5         0         0         5         1
Vardas7752          Pavarde7752         4         9         2         4         5         4
Vardas7753          Pavarde7753         3         5         10        4         7         6
Vardas7754          Pavarde7754         2         3         9         8         10        1
Vardas7755          Pavarde7755         6         1         4         0         10        10
Vardas7756          Pavarde7756         8         1         8         0         3         0
Vardas7757          Pavarde7757         5         6         8         4         0         1
Vardas7758          Pavarde7758         8         4         0         5         8         2
Vardas7759          Pavarde7759         9         5         1         1         2         2
